iter	Logloss
0	0.5544154059
1	0.4498011729
2	0.3687373907
3	0.2963341719
4	0.2410965621
5	0.1944761339
6	0.1613068857
7	0.1341633312
8	0.111029394
9	0.0916063981
10	0.07585470465
11	0.0630989609
12	0.05318290667
13	0.04602264501
14	0.04016091064
15	0.03424670236
16	0.03091257551
17	0.02758714284
18	0.02481163061
19	0.02227662823
20	0.02022797304
21	0.01827036486
22	0.01703028965
23	0.01532100217
24	0.01436247213
25	0.01312421709
26	0.01252219995
27	0.01182504446
28	0.01116396729
29	0.01081795003
30	0.01038130315
31	0.009761055893
32	0.009437593945
33	0.009196979114
34	0.00874081897
35	0.008312118753
36	0.007948333165
37	0.007741780691
38	0.007619770491
39	0.007376151452
40	0.007104759994
41	0.006872684213
42	0.006703680062
43	0.00651021252
44	0.006351023282
45	0.006193135566
46	0.00608308454
47	0.006003679244
48	0.005913626893
49	0.005753938006
50	0.005647139783
51	0.005590421664
52	0.005536702515
53	0.005380210104
54	0.005323288009
55	0.005269526026
56	0.005212089313
57	0.005171016489
58	0.005114950999
59	0.005049216038
60	0.004986011414
61	0.00496652307
62	0.00490621063
63	0.00486875659
64	0.004761837154
65	0.004719909423
66	0.004675219797
67	0.004606100851
68	0.004537250138
69	0.004490873941
70	0.004418775922
71	0.004369441609
72	0.004293422528
73	0.004243414521
74	0.004185194359
75	0.004155073672
76	0.004126704437
77	0.004104859186
78	0.004077478318
79	0.003976009214
80	0.003957976008
81	0.003922252929
82	0.003892479084
83	0.003861054242
84	0.003810870199
85	0.003742309643
86	0.00368998599
87	0.003674222311
88	0.003619598117
89	0.003577930696
90	0.003531542061
91	0.003484428909
92	0.003455583821
93	0.003446927733
94	0.003400184939
95	0.003362878602
96	0.003347025013
97	0.003313026516
98	0.003295219781
99	0.003256932978
100	0.00321114374
101	0.003176025066
102	0.003137065883
103	0.003125205555
104	0.003102157239
105	0.003069857107
106	0.003059697181
107	0.003011740125
108	0.002969079952
109	0.00296324681
110	0.002947232006
111	0.002939781899
112	0.002913665207
113	0.002903629745
114	0.002880627814
115	0.002868946524
116	0.002863979662
117	0.002850926275
118	0.002835848875
119	0.002820268283
120	0.002812370172
121	0.002790204469
122	0.002768132917
123	0.002735161669
124	0.00270481178
125	0.00269158392
126	0.002671538393
127	0.002667884751
128	0.002629170316
129	0.002614894556
130	0.002599098945
131	0.0025813069
132	0.002570219134
133	0.002562309314
134	0.002547375666
135	0.002516647939
136	0.002501685454
137	0.002493766639
138	0.002463186197
139	0.002431014186
140	0.002425515062
141	0.002383596794
142	0.002376361096
143	0.002346804609
144	0.002322817207
145	0.00231432803
146	0.002309130117
147	0.002300183541
148	0.002262054322
149	0.002250108258
150	0.002238149773
151	0.002233248834
152	0.002228509644
153	0.002205041586
154	0.00219867128
155	0.002169380044
156	0.002154274059
157	0.002146486907
158	0.002145826265
159	0.002142371617
160	0.002138693575
161	0.002126791058
162	0.002117440983
163	0.002099798475
164	0.002090915846
165	0.002087472857
166	0.002081426939
167	0.002075200589
168	0.002066862302
169	0.002050180162
170	0.002023320755
171	0.002014373186
172	0.001996770253
173	0.001992134634
174	0.001977401914
175	0.001961357597
176	0.001950249672
177	0.001943559651
178	0.001940311488
179	0.00192487563
180	0.001916875338
181	0.001900850369
182	0.001894449313
183	0.00188045149
184	0.001876343314
185	0.001865787819
186	0.001856061398
187	0.001847172438
188	0.001843252582
189	0.001836451635
190	0.001818596585
191	0.001797569795
192	0.001790674744
193	0.001785080633
194	0.001780875028
195	0.00177630307
196	0.001771774297
197	0.00177049081
198	0.00176137881
199	0.001755584048
200	0.00175398957
201	0.001738399125
202	0.001724518052
203	0.001722092891
204	0.001717207197
205	0.001708965278
206	0.001700875029
207	0.001687420015
208	0.001671151111
209	0.0016660086
210	0.001658735341
211	0.00165183708
212	0.001645616815
213	0.001642808476
214	0.001635144145
215	0.001622596538
216	0.001618896261
217	0.001603745433
218	0.001578600618
219	0.001573063786
220	0.001562789138
221	0.001557085578
222	0.001549448426
223	0.00154624575
224	0.001539225926
225	0.001519087152
226	0.001514479168
227	0.001509456388
228	0.001507766411
229	0.001502187721
230	0.001497606679
231	0.001487553694
232	0.001481722468
233	0.001463861857
234	0.001451372021
235	0.001449867372
236	0.001435426288
237	0.001429828778
238	0.001427332507
239	0.001420601018
240	0.001416077803
241	0.0014111937
242	0.001405862962
243	0.001399971019
244	0.001394422974
245	0.001388489644
246	0.001383971015
247	0.001372086129
248	0.001357339409
249	0.001352569604
250	0.001349646814
251	0.001342575321
252	0.00134009367
253	0.001338057171
254	0.001333520747
255	0.00132703246
256	0.001325118751
257	0.001318508992
258	0.001313338842
259	0.001310696131
260	0.001304971481
261	0.001300873317
262	0.00129655862
263	0.001292007966
264	0.001289742166
265	0.001285004107
266	0.001282945666
267	0.001279235047
268	0.001276981028
269	0.001271689896
270	0.001269396848
271	0.001267403443
272	0.001262279036
273	0.001257354495
274	0.001254320846
275	0.001247017898
276	0.001239339338
277	0.001237441356
278	0.001235704356
279	0.001234051115
280	0.001231221683
281	0.001227333887
282	0.001224383912
283	0.001219847795
284	0.001215500723
285	0.001200452104
286	0.001198697076
287	0.001197256321
288	0.001195116988
289	0.001192768538
290	0.001188237599
291	0.001184192103
292	0.001181488153
293	0.001181094677
294	0.001178206977
295	0.001176770498
296	0.001172381055
297	0.001171244437
298	0.001165760397
299	0.001165440495
300	0.001161745455
301	0.001157175525
302	0.001156068515
303	0.001154870736
304	0.001152868494
305	0.001139413339
306	0.001137773502
307	0.001134216513
308	0.00113035961
309	0.001128969857
310	0.001125309702
311	0.001123883471
312	0.001122530702
313	0.001121463498
314	0.001119927658
315	0.001115372326
316	0.001114523718
317	0.001110691265
318	0.001106963354
319	0.001106645246
320	0.001103154232
321	0.001102324038
322	0.001099654635
323	0.001098283756
324	0.001094998899
325	0.001092304385
326	0.00108900052
327	0.001088192343
328	0.001087148127
329	0.001086241777
330	0.001083292575
331	0.001082560293
332	0.001081149101
333	0.001078580941
334	0.001075436889
335	0.001073613102
336	0.001072902243
337	0.001067303663
338	0.001066481719
339	0.001064831215
340	0.001064160254
341	0.001060738769
342	0.001057427926
343	0.001056867391
344	0.001054224274
345	0.001053565226
346	0.001050446205
347	0.001049797222
348	0.001047204617
349	0.00104460677
350	0.001041492694
351	0.001039834246
352	0.001039626507
353	0.001036221655
354	0.001033831448
355	0.001033196388
356	0.001031673695
357	0.001029705616
358	0.001029094615
359	0.00102841781
360	0.001025638673
361	0.001022825349
362	0.001022290794
363	0.001021787261
364	0.001019490758
365	0.001016470192
366	0.001013854383
367	0.001013325987
368	0.001012883049
369	0.001011394334
370	0.001008671046
371	0.001006522437
372	0.001005109489
373	0.001002653855
374	0.0009989303304
375	0.0009984221164
376	0.0009974790096
377	0.0009953032594
378	0.000992391765
379	0.0009918195349
380	0.0009914263239
381	0.000989448743
382	0.0009867180164
383	0.0009862312631
384	0.0009848844693
385	0.0009825067643
386	0.0009820152839
387	0.0009789136939
388	0.0009762267079
389	0.0009757530915
390	0.0009744614017
391	0.0009732447129
392	0.0009712841016
393	0.0009647313489
394	0.0009642905589
395	0.000960470168
396	0.0009600435152
397	0.0009571364436
398	0.0009567100634
399	0.0009562934407
400	0.0009538056595
401	0.0009473880121
402	0.0009422265179
403	0.0009398913942
404	0.0009376811568
405	0.000937256603
406	0.0009368755198
407	0.0009305829803
408	0.0009284317795
409	0.0009226266423
410	0.0009205218639
411	0.0009201432848
412	0.000919776556
413	0.0009184745443
414	0.0009163655323
415	0.000915672375
416	0.0009153139731
417	0.0009128514408
418	0.0009067889923
419	0.0009041130387
420	0.0009037554738
421	0.0009034099426
422	0.0009025786224
423	0.000899983545
424	0.0008978485045
425	0.0008919198556
426	0.0008899871548
427	0.0008842076115
428	0.0008791698392
429	0.0008788152659
430	0.0008780386865
431	0.0008763682357
432	0.0008739235243
433	0.0008682705461
434	0.0008627765738
435	0.0008609020867
436	0.000860272801
437	0.0008599293098
438	0.0008580540834
439	0.0008576747329
440	0.0008569437106
441	0.0008566045037
442	0.0008559821704
443	0.0008536089138
444	0.0008482525535
445	0.0008478767358
446	0.0008475614171
447	0.0008443603692
448	0.0008420914948
449	0.0008416333201
450	0.0008396178006
451	0.0008378389822
452	0.0008375019626
453	0.0008364206322
454	0.0008312313105
455	0.0008293036485
456	0.0008242785709
457	0.0008203183069
458	0.0008186517159
459	0.0008183461778
460	0.0008166347762
461	0.0008163376614
462	0.0008160600662
463	0.000814683612
464	0.0008130546769
465	0.0008080775982
466	0.0008060632757
467	0.0008012139856
468	0.0008009403257
469	0.000797245064
470	0.0007950837997
471	0.0007935073953
472	0.0007932452535
473	0.0007926081017
474	0.0007916130297
475	0.0007910190006
476	0.0007888036245
477	0.0007843367761
478	0.0007839840138
479	0.0007815793404
480	0.0007769862578
481	0.0007759205603
482	0.0007753420025
483	0.0007708044458
484	0.0007681128664
485	0.000767825554
486	0.000765972418
487	0.0007640431488
488	0.0007636409398
489	0.0007633774365
490	0.000759967946
491	0.0007557697254
492	0.0007542681994
493	0.0007540193559
494	0.0007537773342
495	0.0007532274826
496	0.0007489490161
497	0.0007457677461
498	0.000745253196
499	0.0007438103879
500	0.0007434332208
501	0.0007430067898
502	0.0007408087371
503	0.0007378352753
504	0.0007340572783
505	0.0007323220544
506	0.0007321033754
507	0.0007296075914
508	0.0007291562736
509	0.0007286561927
510	0.0007222655633
511	0.0007220590384
512	0.00071818218
513	0.0007145110488
514	0.0007128984038
515	0.000712692648
516	0.0007091457296
517	0.0007067685824
518	0.0007063226659
519	0.0007042850149
520	0.0007040785209
521	0.0007005538077
522	0.0006981256032
523	0.0006970721846
524	0.0006956106826
525	0.000694674805
526	0.0006913522138
527	0.0006903567694
528	0.0006901575542
529	0.0006864077047
530	0.0006854518583
531	0.0006833649331
532	0.0006819733688
533	0.0006817754242
534	0.0006802247583
535	0.0006748622245
536	0.0006718399077
537	0.0006689167095
538	0.0006673839201
539	0.0006662106586
540	0.0006648614638
541	0.000664386792
542	0.0006641989542
543	0.0006613658455
544	0.0006609738247
545	0.0006597317513
546	0.0006584403452
547	0.0006557210481
548	0.0006542793774
549	0.0006533650748
550	0.0006524840278
551	0.0006522225564
552	0.00064919675
553	0.0006476620979
554	0.0006449634086
555	0.0006430666711
556	0.0006422555129
557	0.0006414810746
558	0.0006402504177
559	0.0006398836457
560	0.00063625972
561	0.0006340422548
562	0.0006333191138
563	0.0006319861837
564	0.0006318053768
565	0.0006310102803
566	0.0006292279399
567	0.0006265879815
568	0.0006259239456
569	0.000624744953
570	0.0006243398906
571	0.00062380045
572	0.0006211471635
573	0.0006198363213
574	0.0006173582271
575	0.0006167260265
576	0.0006139349393
577	0.0006137578746
578	0.0006120463897
579	0.0006115520123
580	0.0006087354617
581	0.0006085672066
582	0.0006073444536
583	0.0006043893891
584	0.0006017957538
585	0.0006005221305
586	0.0006000528663
587	0.000599580402
588	0.0005991959698
589	0.0005980546976
590	0.0005956350331
591	0.0005942988733
592	0.0005918446567
593	0.0005907438692
594	0.0005895146868
595	0.0005891153418
596	0.0005862080037
597	0.0005858133293
598	0.0005836741551
599	0.0005831844089
600	0.0005809489343
601	0.0005779320239
602	0.0005754315082
603	0.0005732312252
604	0.0005712100777
605	0.0005701722729
606	0.000569610002
607	0.000569222093
608	0.0005686887083
609	0.0005681786524
610	0.0005637643017
611	0.0005632203163
612	0.0005628539977
613	0.0005625088943
614	0.0005620725856
615	0.0005611221399
616	0.0005607059123
617	0.0005603605334
618	0.0005588684425
619	0.0005550015634
620	0.0005546696083
621	0.000553240872
622	0.00055210502
623	0.0005502500513
624	0.0005479943168
625	0.000547502855
626	0.0005470134151
627	0.0005466858513
628	0.0005460993195
629	0.0005443357386
630	0.0005424142258
631	0.0005409574015
632	0.0005388929661
633	0.0005379109896
634	0.0005370218536
635	0.0005348404601
636	0.0005309900913
637	0.0005306845414
638	0.0005301816721
639	0.0005298819376
640	0.0005294489284
641	0.0005285603313
642	0.0005260800079
643	0.0005257289783
644	0.0005254451876
645	0.0005253561133
646	0.0005231235839
647	0.0005228789208
648	0.0005226098356
649	0.0005222061632
650	0.0005217676289
651	0.0005203368235
652	0.0005201408717
653	0.0005198780931
654	0.0005194644601
655	0.0005178489401
656	0.0005163626768
657	0.0005161107379
658	0.000514592837
659	0.0005136777037
660	0.000510865666
661	0.0005100112087
662	0.000509775596
663	0.0005079414931
664	0.0005077236731
665	0.0005063655673
666	0.0005054027887
667	0.0005050549722
668	0.0005037433465
669	0.0005023465293
670	0.0005009793015
671	0.0005000509964
672	0.000499585315
673	0.0004993554537
674	0.0004992164435
675	0.0004989002343
676	0.0004987300959
677	0.0004978488945
678	0.0004974163295
679	0.0004971873261
680	0.0004954853939
681	0.0004946673163
682	0.0004946103034
683	0.0004944290118
684	0.0004936585311
685	0.0004931964593
686	0.0004917050098
687	0.0004912907038
688	0.0004910634214
689	0.0004903190739
690	0.0004899873542
691	0.0004888149559
692	0.0004881250822
693	0.0004854874507
694	0.0004829093898
695	0.0004812338881
696	0.0004804536694
697	0.0004797109501
698	0.0004793681422
699	0.0004789745674
700	0.0004764989544
701	0.0004753045649
702	0.0004743468738
703	0.0004739105236
704	0.0004728274773
705	0.0004715530041
706	0.0004712426357
707	0.0004708543094
708	0.0004701646552
709	0.0004701207222
710	0.0004697382705
711	0.0004695141373
712	0.0004693015192
713	0.0004689454689
714	0.0004674354038
715	0.0004660285407
716	0.0004649609116
717	0.0004647551096
718	0.0004636268711
719	0.0004629956156
720	0.0004617287394
721	0.0004605435119
722	0.0004598815851
723	0.0004588651713
724	0.0004581287189
725	0.0004572988471
726	0.0004570997387
727	0.0004563252716
728	0.0004561364574
729	0.0004554501939
730	0.0004549172142
731	0.000454731134
732	0.0004542922668
733	0.0004536791091
734	0.000452648313
735	0.0004516690113
736	0.0004503297567
737	0.0004501489266
738	0.0004491611804
739	0.0004483041465
740	0.0004475664043
741	0.0004465223642
742	0.0004461769747
743	0.0004454938037
744	0.0004444988576
745	0.0004435658886
746	0.0004433886681
747	0.0004423243997
748	0.0004416654011
749	0.0004414960314
750	0.0004413288285
751	0.0004385063592
752	0.0004375412498
753	0.0004373797817
754	0.0004364679413
755	0.0004355570871
756	0.0004352922891
757	0.0004347809431
758	0.0004341322241
759	0.0004339768326
760	0.0004336862634
761	0.0004329016462
762	0.0004307941814
763	0.0004301514201
764	0.0004292249856
765	0.0004287821529
766	0.0004277754089
767	0.0004269160981
768	0.0004263115493
769	0.0004261558594
770	0.0004259079535
771	0.0004256590424
772	0.0004245916044
773	0.0004243500971
774	0.0004233168614
775	0.0004221250617
776	0.0004200711277
777	0.0004194797948
778	0.0004189035264
779	0.000417955647
780	0.000416309606
781	0.00041455002
782	0.0004125779955
783	0.0004120243106
784	0.0004111719778
785	0.0004101493082
786	0.0004095314493
787	0.0004093462383
788	0.0004091926673
789	0.0004072828621
790	0.0004069301295
791	0.0004056653881
792	0.0004048143536
793	0.0004042895612
794	0.0004041126681
795	0.0004037870984
796	0.0004034723206
797	0.0004033326123
798	0.0004018894859
799	0.0004011166252
800	0.0003998202361
801	0.0003996767954
802	0.0003977129391
803	0.0003974647637
804	0.0003972327237
805	0.0003967425449
806	0.0003964419336
807	0.0003946362815
808	0.0003939813518
809	0.0003936849119
810	0.0003934465374
811	0.00039279434
812	0.0003926552596
813	0.0003913557093
814	0.0003910677163
815	0.000390782748
816	0.0003902760065
817	0.0003898363445
818	0.0003895644939
819	0.0003888403878
820	0.0003883558096
821	0.0003860956335
822	0.0003859485
823	0.0003842508844
824	0.0003834119918
825	0.0003826822401
826	0.000381071041
827	0.0003805729264
828	0.0003803544269
829	0.0003798842494
830	0.0003792859932
831	0.0003789644414
832	0.0003788035089
833	0.0003772352022
834	0.0003765014531
835	0.0003762474844
836	0.0003760095407
837	0.000375666053
838	0.0003753586122
839	0.0003749007917
840	0.0003743700302
841	0.0003737827615
842	0.0003735809852
843	0.0003731702203
844	0.000372966261
845	0.0003725722846
846	0.0003713171876
847	0.0003698075486
848	0.000369234329
849	0.0003687766996
850	0.0003684668434
851	0.0003683313739
852	0.0003681401497
853	0.0003659188839
854	0.000365430397
855	0.0003640169573
856	0.0003635746679
857	0.0003631346606
858	0.0003629033791
859	0.0003623153656
860	0.0003619980846
861	0.0003606414523
862	0.0003602071259
863	0.0003600129487
864	0.0003594954505
865	0.0003592691743
866	0.0003591793532
867	0.000358618671
868	0.0003582407223
869	0.0003580623763
870	0.0003570798684
871	0.0003567107696
872	0.000355399998
873	0.0003549818922
874	0.0003548021567
875	0.0003542603391
876	0.0003533345295
877	0.0003529663068
878	0.0003516634947
879	0.0003515273934
880	0.0003503811525
881	0.0003497772951
882	0.0003495505617
883	0.0003494161636
884	0.0003491728238
885	0.0003478720784
886	0.0003473692584
887	0.0003463172722
888	0.000345964423
889	0.0003458324102
890	0.0003449182848
891	0.00034451662
892	0.0003443880274
893	0.0003436893764
894	0.0003433472169
895	0.000342922099
896	0.0003427584282
897	0.0003422911858
898	0.000341454561
899	0.0003413328988
900	0.0003408739539
901	0.0003402275968
902	0.0003398281617
903	0.0003397024405
904	0.000339521586
905	0.0003391538918
906	0.0003390979835
907	0.0003388479067
908	0.0003385416311
909	0.0003378698171
910	0.0003364141913
911	0.0003357862378
912	0.0003354254404
913	0.0003352963113
914	0.0003350967803
915	0.0003349648053
916	0.0003348155204
917	0.0003339048374
918	0.0003337810774
919	0.0003332665655
920	0.0003331175071
921	0.0003327693175
922	0.0003324631194
923	0.0003312312729
924	0.0003310851501
925	0.0003303845003
926	0.0003295231408
927	0.000328942277
928	0.0003285067773
929	0.0003280988092
930	0.0003278959249
931	0.000327505731
932	0.0003272194458
933	0.0003269366476
934	0.0003257670033
935	0.0003255978769
936	0.0003249606441
937	0.0003243206359
938	0.00032395748
939	0.0003236247577
940	0.0003234989204
941	0.0003230227097
942	0.0003218820676
943	0.0003210970177
944	0.000320749274
945	0.0003205960627
946	0.0003203233084
947	0.0003201878911
948	0.0003199170872
949	0.0003194947969
950	0.000319132585
951	0.0003188680406
952	0.000317844376
953	0.000317739062
954	0.0003176363315
955	0.0003165624323
956	0.0003161549157
957	0.0003158204668
958	0.0003156934227
959	0.0003156450579
960	0.0003151843514
961	0.0003150465611
962	0.0003146758986
963	0.0003145956035
964	0.000314498894
965	0.0003142516409
966	0.0003138172981
967	0.0003136582307
968	0.0003135632791
969	0.0003132001425
970	0.0003125179752
971	0.0003121546892
972	0.0003113139509
973	0.0003110735306
974	0.0003107635023
975	0.000310306761
976	0.0003101713168
977	0.0003093780718
978	0.000308725332
979	0.0003076969757
980	0.0003073787662
981	0.0003070423712
982	0.0003068022067
983	0.0003064388884
984	0.0003060603375
985	0.0003058218294
986	0.0003055246276
987	0.0003045607495
988	0.0003042551578
989	0.00030412825
990	0.0003037563719
991	0.0003033214032
992	0.0003030951568
993	0.0003021321493
994	0.0003019089523
995	0.000301818904
996	0.0003008606205
997	0.0003007100315
998	0.0003000374682
999	0.000299820165
